idx,wid,content,uid,uname,likes,created_time,keyword
2616,Ii7jlyQvu,@喵星总攻大队长,5063547300,喵喵喵喵喵ys-,0,11月27日 22:54,高以翔
2617,Ii7jlyQvu,30：2,5148062407,纳姐姐姐姐,0,11月27日 22:53,高以翔
2618,Ii7jlyQvu,回复@伦敦资深孤独患者:中断时间不能超过十秒,nyi333,对你莫名的发笑,0,11月27日 22:53,高以翔
2619,Ii7jlyQvu,回复@Aliceanty:盖纱布,nyi333,对你莫名的发笑,0,11月27日 22:52,高以翔
2620,Ii7jlyQvu,回复@菻苘:哈哈哈哈哈你是担心我的生存技能不够嘛,5834296262,韩睿_,0,11月27日 22:52,高以翔
2621,Ii7jlyQvu,回复@少_妇_揉_抠_淼_哆_哆_A_V:举报,5515475513,OYG-,0,11月27日 22:52,高以翔
2622,Ii7jlyQvu,马一下,5869293583,吃瓜兔子,0,11月27日 22:51,高以翔
2623,Ii7jlyQvu,回复@pasohono:每分钟100-120次，是按压的速度，也就是每0.5-0.6秒按一次，按30次后吹气2次,2408793057,疯神小雅,0,11月27日 22:50,高以翔
2624,Ii7jlyQvu,@我是沙包你扔啊,1834048723,安不动,0,11月27日 22:50,高以翔
2625,Ii7jlyQvu,回复@啵啵虎超进化:@千千曈曈的小仙女,6383581080,embers_ffan,0,11月27日 22:48,高以翔
2626,Ii7jlyQvu,回复@娜可露露鸭:很多大学都没有的哦陕西省,5515475513,OYG-,0,11月27日 22:48,高以翔
2627,Ii7jlyQvu,@原灰bky,2540908044,__SIsi_,0,11月27日 22:47,高以翔
2628,Ii7jlyQvu,回复@OYG-:不会吧，我也今年毕业的，我们刚上大一时候就学这些了。我其他不在一个学校的同学也都学了。你哪个省的,5991666861,娜可露露鸭,0,11月27日 22:46,高以翔
2629,Ii7jlyQvu,其实学会了也不敢按，因为毕竟不是医护人员，判定不准确。,6149085606,兜哥201803,0,11月27日 22:45,高以翔
2630,Ii7jlyQvu,为了身边的爱人多学一点急救知识,5558996963,兵718,0,11月27日 22:42,高以翔
2631,Ii7jlyQvu,🐎,6192663864,多了一个你n,0,11月27日 22:41,高以翔
2632,Ii7jlyQvu,@长颈鹿饲养员i,3707627697,蛙洼哇wa,0,11月27日 22:41,高以翔
2633,Ii7jlyQvu,心情沉重了一天 我一个路人都惋惜 家人朋友会有多痛苦,3519342841,Sss热心网友,0,11月27日 22:40,高以翔
2634,Ii7jlyQvu,@iuighfu 好好学学  以后可能会救我！！！,3443593504,二麻子_is,0,11月27日 22:38,高以翔
2635,Ii7jlyQvu,转发微博,2386224115,我们都爱美女_,0,11月27日 22:38,高以翔
2636,Ii7jlyQvu,@c好多愚 学一下,1710166801,Hhhhawaii,0,11月27日 22:37,高以翔
2637,Ii7jlyQvu,@Joe12022132,5590016902,WANG朝元,0,11月27日 22:36,高以翔
2638,Ii7jlyQvu,回复@再勇敢的鱼也要学习:对呀，所以还是需要普及的，让更多人都学会，当身边有紧急情况就可以避免了,5515475513,OYG-,0,11月27日 22:34,高以翔
2639,Ii7jlyQvu,回复@白以忱:原来是这样 谢谢科普～,2279217465,不与时光度流年_,1,11月27日 22:34,高以翔
2640,Ii7jlyQvu,回复@张新杰-石不转:教了，不一定每个动作环节都能标准的做到位哦,5515475513,OYG-,0,11月27日 22:34,高以翔
2641,Ii7jlyQvu,回复@pinkwinkwink:我天 虽然学过但还是觉得有难度 谢谢科普了,2279217465,不与时光度流年_,0,11月27日 22:33,高以翔
2642,Ii7jlyQvu,回复@儿童触觉绘画:对的，文言文随是中国传统文化之精髓，但是还是只是了解，最重要的是跟紧时代,5515475513,OYG-,0,11月27日 22:33,高以翔
2643,Ii7jlyQvu,回复@娜可露露鸭:那可没有，我今年毕业的,5515475513,OYG-,0,11月27日 22:31,高以翔
2644,Ii7jlyQvu,回复@因迪非特:那还是大部分人不会的哦,5515475513,OYG-,0,11月27日 22:30,高以翔
2645,Ii7jlyQvu,回复@别抢我的416:对呀，很多人都说过学了，但是真正到了那个时候却不知道具体措施,5515475513,OYG-,0,11月27日 22:30,高以翔
2646,Ii7jlyQvu,回复@伦敦资深孤独患者:对的,5515475513,OYG-,0,11月27日 22:30,高以翔
2647,Ii7jlyQvu,回复@该收麦子啦:所以得当做必修课去严格对待,5515475513,OYG-,0,11月27日 22:29,高以翔
2648,Ii7jlyQvu,回复@你亲过长颈鹿吗:CPR是什么？,5515475513,OYG-,2,11月27日 22:28,高以翔
2649,Ii7jlyQvu,回复@星座失忆症候群:但是可以先当做硬性要求每个人必须学会呀，社会正能量的人很多，但是他们未必会这样的急救措施，所以没有上去急救，当我们全民都会了难道担心没有人嘛，您说对不对,5515475513,OYG-,0,11月27日 22:27,高以翔
2650,Ii7jlyQvu,@yyy今天下凡了吗 好好学一下,2323747834,Freedom876,0,11月27日 22:27,高以翔
2651,Ii7jlyQvu,回复@乱七八糟一推:我们在教心肺复苏的时候会让施救者请求围观人员录制视频,9977097,Fycc51,0,11月27日 22:26,高以翔
2652,Ii7jlyQvu,那如果救护车来的时间较久，按压过程中渐渐 没力气了怎么办，这个动作频率其实很费力的。,3175381617,ABM单创_杨小恪,0,11月27日 22:25,高以翔
2653,Ii7jlyQvu,@拥有任意门的叮当猫,3662847207,24小时不间断学习,0,11月27日 22:24,高以翔
2654,Ii7jlyQvu,找个时间线下训练,6332221185,人参花只如初开,0,11月27日 22:23,高以翔
2655,Ii7jlyQvu,回复@憋尿阿姨:青少年单掌按下胸骨下沉3-4公分，婴幼儿大拇指/食指与中指按压胸骨下沉1-2公分,9977097,Fycc51,0,11月27日 22:23,高以翔
2656,Ii7jlyQvu,回复@憋尿阿姨:这是针对成人的，每个人体型不一样，可以根据体型来判断，按压下沉前胸到后背三分之一的高度,9977097,Fycc51,0,11月27日 22:22,高以翔
2657,Ii7jlyQvu,@无伞的妖怪,1839035940,-小宇酱,0,11月27日 22:21,高以翔
2658,Ii7jlyQvu,回复@pasohono:每分钟100-120次是按压频率，算下来就是要以一秒钟最快按两次两秒钟最少按三次的速度进行30次不中断的按压。,9977097,Fycc51,0,11月27日 22:20,高以翔
2659,Ii7jlyQvu,@旧巷子的miao,2222962,朱鹏帆-,0,11月27日 22:18,高以翔
2660,Ii7jlyQvu,@牛goon,2035973347,等待中的小鸵鸟,0,11月27日 22:18,高以翔
2661,Ii7jlyQvu,回复@楠楠的二狗子:救人的东西我全都精通，不用看的，光包纱布我就会十七种方法,5658821835,爱吃果酱的考拉,0,11月27日 22:14,高以翔
2662,Ii7jlyQvu,@一朵轻云出岫来,2805274494,三旬而至平淡无奇,0,11月27日 22:14,高以翔
2663,Ii7jlyQvu,@你找不到我找不到- @Linining 学起来,2670352630,-sherryXx,1,11月27日 22:12,高以翔
2664,Ii7jlyQvu,@夏天吃吃吃cc,6987461650,吃吃吃88916,0,11月27日 22:12,高以翔
2665,Ii7jlyQvu,@爱吃果酱的考拉 以后救我,6219421324,楠楠的二狗子,0,11月27日 22:12,高以翔
2666,Ii7jlyQvu,没实操过真遇到了也不敢下手吧，按压五厘米，我在自己身上摸了一下，感觉骨头好硬，按下去不会骨折吗？最好社区，学校都能安排培训一下，拿个假人练一下会比较从容一点。,6013919187,JACKSON的肉脸蛋妹妹,0,11月27日 22:12,高以翔
2667,Ii7jlyQvu,码住,2851667002,青柠与丸子,0,11月27日 22:11,高以翔
2668,Ii7jlyQvu,回复@Babesooophie:是的！,2654546004,是一只健康开心的兔几,1,11月27日 22:11,高以翔
2669,Ii7jlyQvu,回复@好桃妹:这个我会老婆,5636492176,好桃妹夫,0,11月27日 22:10,高以翔
2670,Ii7jlyQvu,回复@小蜘蛛婴儿睡衣管理姬:🐴了,5832637485,Jane的凉瑾,0,11月27日 22:09,高以翔
2671,Ii7jlyQvu,回复@喜欢蓝色的人不会是坏银:一分钟要做100到120个的，我怕你先体力不支,5236968012,三吉小骄傲,0,11月27日 22:08,高以翔
2672,Ii7jlyQvu,回复@方也sh1:,3945188051,奇怪的人耶,0,11月27日 22:07,高以翔
2673,Ii7jlyQvu,@Jane的凉瑾 @Jane的凉瑾 @帮我关下星星,5746278242,小蜘蛛婴儿睡衣管理姬,0,11月27日 22:07,高以翔
2674,Ii7jlyQvu,心脏复苏,3702241005,等待那一瞬间的回忆,0,11月27日 22:07,高以翔
2675,Ii7jlyQvu,什么情况下是不能做心肺复苏的呀,5589091227,哎呦喂呦内小孩儿,0,11月27日 22:07,高以翔
2676,Ii7jlyQvu,@SummerZixx 救我,6960690864,壹个小姜,0,11月27日 22:07,高以翔
2677,Ii7jlyQvu,回复@woshi小机灵:五厘米的深度，我真的不敢按下去,2410676445,阿鲁生活日记,29,11月27日 22:07,高以翔
2678,Ii7jlyQvu,生命健康第一位,3153595925,康康3153595925,0,11月27日 22:06,高以翔
2679,Ii7jlyQvu,回复@天下·汤汤:不怕肋骨断，就怕没按到位，白浪费生命时间,2142591333,周阿IN,0,11月27日 22:06,高以翔
2680,Ii7jlyQvu,回复@藤原z7:暗示我？？,2836565070,李不仝,0,11月27日 22:04,高以翔
2681,Ii7jlyQvu,回复@三吉小骄傲:弄不好会不会加速了伤者💀,3825824104,喜欢蓝色的人不会是坏银,0,11月27日 22:03,高以翔
2682,Ii7jlyQvu,@小白的旧书架,3005588773,斯栩嫣,0,11月27日 22:01,高以翔
2683,Ii7jlyQvu,@W·咚咚bian @奶球ovo @小王ov @Jackson-so-sweet 学学看！,5828438313,泡芙芋圆珍珠,0,11月27日 22:00,高以翔
2684,Ii7jlyQvu,存,6498956402,朱正廷你是不是傻,0,11月27日 22:00,高以翔
2685,Ii7jlyQvu,回复@喜欢蓝色的人不会是坏银:可以的，人人都可以会的,5236968012,三吉小骄傲,0,11月27日 22:00,高以翔
2686,Ii7jlyQvu,@Fc缘浅,2778619237,山有木兮木有枝r·,0,11月27日 21:59,高以翔
2687,Ii7jlyQvu,人工呼吸，在嘴上盖纸巾或者毛巾？,2480091083,Aliceanty,0,11月27日 21:59,高以翔
2688,Ii7jlyQvu,转发微博,2231549712,避风塘的貓,0,11月27日 21:58,高以翔
2689,Ii7jlyQvu,应该让浙江卫视来学学，高以翔就不会错过宝贵的抢救时间……,5203821320,Sun猫逢七生,0,11月27日 21:57,高以翔
2690,Ii7jlyQvu,回复@慢吞吞的啊:@我的宝贝女儿莹宝去了天堂: 打扰了博主请您别删除我的评论感谢您，杀人恶魔宋述一杀人偿命死刑立即执行，感恩所有的好心人关注我女儿的案子🙏。,5449310035,我的宝贝女儿莹宝去了天堂,1,11月27日 21:57,高以翔
2691,Ii7jlyQvu,@树藩啊 @Cai-湘纯,1999908033,小崔名下小绮猪,0,11月27日 21:56,高以翔
2692,Ii7jlyQvu,让更多的人看到,6479849778,水的灵魂,0,11月27日 21:56,高以翔
2693,Ii7jlyQvu,心肺复苏真的得人人都要会啊,ingw,爆米花er好美,0,11月27日 21:56,高以翔
2694,Ii7jlyQvu,马,ng1020,不忘初心xin得始终,0,11月27日 21:55,高以翔
2695,Ii7jlyQvu,回复@OYG-:其实有教过 只是大家不当一回事,2556858257,该收麦子啦,0,11月27日 21:55,高以翔
2696,Ii7jlyQvu,我有个问题想请教，视频教学说胸部按压最好不要中断，但是中间需要人工呼吸两次，如果按压每30下做两次呼吸，呼吸时按压不就停止了吗？还是说找另一个人做人工呼吸，中间按压不停止呢？,mengxi2010,伦敦资深孤独患者,0,11月27日 21:55,高以翔
2697,Ii7jlyQvu,好难哦,2406748290,我不是海棠,0,11月27日 21:55,高以翔
2698,Ii7jlyQvu,转发微博,2464206355,丶桔子糖,0,11月27日 21:55,高以翔
2699,Ii7jlyQvu,如果有一天，我看见一个人突然晕倒了，我也怎么做，万一万一，救不了，他家人讹我怎么办,6628821305,诗和远方48953,1,11月27日 21:54,高以翔
2700,Ii7jlyQvu,@A慎慎慎独 请学会,5353875398,Amelie靖,0,11月27日 21:54,高以翔
2701,Ii7jlyQvu,@Fantasy233,ncer5yjm,新几拉了奶,0,11月27日 21:54,高以翔
2702,Ii7jlyQvu,保命,2264291863,路听小雨,0,11月27日 21:54,高以翔
2703,Ii7jlyQvu,多关注一下上夜班的猝死工人吧,5456684589,逍怪兽,0,11月27日 21:53,高以翔
2704,Ii7jlyQvu,希望每个人都用不上,5677194860,Ma歇儿专宠五月天,0,11月27日 21:53,高以翔
2705,Ii7jlyQvu,回复@周紫珞_吃兔兔的小狐狸:我在上大学 红十字会一直在各个学校普及急救技能 还会每学期来给我们上实操课并且每个人动手考核！红十字的课是免费的 如果大家想学也可以去当地的红十字报名！！！真的很有用！！！,7300248417,小太阳爱吃糖-T,0,11月27日 21:52,高以翔
2706,Ii7jlyQvu,@Enssu2,1673155177,kikolisation,0,11月27日 21:52,高以翔
2707,Ii7jlyQvu,@小哒王子的后宫,5027529090,小雀斑你好,0,11月27日 21:50,高以翔
2708,Ii7jlyQvu,人工呼吸那里送完气还需要帮忙吸出来吗,6183265338,卑微妇女在线等撩,0,11月27日 21:49,高以翔
2709,Ii7jlyQvu,回复@妄作r:学起来,5152822703,是你们不懂无语web,0,11月27日 21:49,高以翔
2710,Ii7jlyQvu,好可惜，真的成王沥川了,5944232208,青辉宝玉,0,11月27日 21:49,高以翔
2711,Ii7jlyQvu,回复@绍珩:🐴！,5847990740,不熬夜叭,0,11月27日 21:47,高以翔
2712,Ii7jlyQvu,回复@OYG-:我觉得应该直接放到九年义务教育里 在小学初中高中大学期间都要反复重复这个课 避免随着年龄的增长 总不用就忘了,mengxi2010,伦敦资深孤独患者,4,11月27日 21:47,高以翔
2713,Ii7jlyQvu,@全世界最叻噶女,2120385083,一个爱吃薯片的孩纸,0,11月27日 21:46,高以翔
2714,Ii7jlyQvu,回复@2得很有价值观7:肋骨骨折好恢复,vzzzqqq,浅浅v殇,0,11月27日 21:45,高以翔
2715,Ii7jlyQvu,认真学学,6192689173,珍珠_199602,0,11月27日 21:45,高以翔
2716,Ii7jlyQvu,🐴 ,2451769315,我就是个小号酱,0,11月27日 21:44,高以翔
2717,Ii7jlyQvu,搞不好要压断肋骨的，非专业人士非不得已不建议轻易操作,2118577021,conniec1102,0,11月27日 21:44,高以翔
2718,Ii7jlyQvu,回复@woshi小机灵:肋骨断了都是小事 人就回来才是大事,1675803,还没吃糖吗,8,11月27日 21:43,高以翔
2719,Ii7jlyQvu,回复@正版冉云梨:肋骨特别容易断，骨折,vzzzqqq,浅浅v殇,0,11月27日 21:43,高以翔
2720,Ii7jlyQvu,转发微博,1452575582,浪花一朵朵vip,0,11月27日 21:42,高以翔
2721,Ii7jlyQvu,@三吉小骄傲 现学的应该不能直接给人用吧,3825824104,喜欢蓝色的人不会是坏银,0,11月27日 21:42,高以翔
2722,Ii7jlyQvu,@渴鸠,6040101375,我可是个宝宝宝贝贝贝,0,11月27日 21:41,高以翔
2723,Ii7jlyQvu,@不熬夜叭,5223867214,绍珩,0,11月27日 21:40,高以翔
2724,Ii7jlyQvu,现场急救，你得学会。 ,5207508196,skriver冯小妹,0,11月27日 21:39,高以翔
2725,Ii7jlyQvu,@Config,xiaoyu6721,就是不用本名儿,0,11月27日 21:38,高以翔
2726,Ii7jlyQvu,回复@四番学姐:,5494091692,丧里丧气的萌萌,0,11月27日 21:37,高以翔
2727,Ii7jlyQvu,马，心肺复苏按压操作方法,1918129315,是柴小芮啊,0,11月27日 21:37,高以翔
2728,Ii7jlyQvu,@萧邦的第五颗钻石,1970602327,李罗没有拖延症,0,11月27日 21:36,高以翔
2729,Ii7jlyQvu,aed怎么用,5744548704,好好赚钱啊,0,11月27日 21:36,高以翔
2730,Ii7jlyQvu,@刘蠢蛋,f1003,我的榕是这个榕,0,11月27日 21:35,高以翔
2731,Ii7jlyQvu,日本从小还就开始通过模拟场景自我保护自救。,2941543127,向后转2612,0,11月27日 21:34,高以翔
2732,Ii7jlyQvu,回复@啵啵虎超进化:小学三年级的样子因为全班犯错 全班都起立罚站 然后听着老师训话 那时候开始耳鸣头昏眼睛看不见前方 不知道是低血糖 只觉得自己离死亡好近 心里慌的一批死死把住课桌 然后大一有一次挤公交 人满 只能站着 也是低血糖 车子不怎么通风晃晃悠悠 还好身边有两个朋友,6081576331,北原莫辞,0,11月27日 21:33,高以翔
2733,Ii7jlyQvu,回复@啵啵虎超进化:我就因为低血糖晕倒过三四次,5202808718,光着脚丫胡乱唱Ge,0,11月27日 21:33,高以翔
2734,Ii7jlyQvu,@玲珑安小兔 ,2934848175,雨后花痕xx,0,11月27日 21:32,高以翔
2735,Ii7jlyQvu,这个必须要学,2328850562,我爱可乐宝宝世界,0,11月27日 21:32,高以翔
2736,Ii7jlyQvu,🙏希望普及,3720758983,小许同学莫得钱啊,0,11月27日 21:30,高以翔
2737,Ii7jlyQvu,军训的时候特地教了,6986541961,yang的三水宝贝,0,11月27日 21:30,高以翔
2738,Ii7jlyQvu,回复@pasohono:你做完五组不就一分多钟了？时间是连续的不是孤立的，心脏跳完一分钟下一分钟也要继续跳啊,7256707814,此意肖遥,0,11月27日 21:30,高以翔
2739,Ii7jlyQvu,@Ricacia @谁说我甜,3625537447,ZcccRX_,0,11月27日 21:29,高以翔
2740,Ii7jlyQvu,必须要学会，我刚已经给我家的枕头做了一次了，希望永远也用不上，也希望万一真的遇到能救回一命吧,5374790516,好运会到来的,0,11月27日 21:29,高以翔
2741,Ii7jlyQvu,回复@xxxkiko_:马上学,2488691587,言上止,0,11月27日 21:29,高以翔
2742,Ii7jlyQvu,回复@OYG-:我高中的时候就上过急救课，这个应该大家都得上吧，但是现在基本都忘了，唉,3249662843,别抢我的416,0,11月27日 21:27,高以翔
2743,Ii7jlyQvu,回复@是观澜呀:对啊，我也想问，按了一下自己 中间很硬啊，按不动啊,5838174832,金茹Jenny,1,11月27日 21:26,高以翔
2744,Ii7jlyQvu,码住,1886352080,琉璃萤火虫,0,11月27日 21:26,高以翔
2745,Ii7jlyQvu,扩,5479842240,南侠小鹿,0,11月27日 21:25,高以翔
2746,Ii7jlyQvu,回复@天下·汤汤:断肋骨就断吧。这个时候肯定救命第一。,6771355690,马口的表妹,0,11月27日 21:24,高以翔
2747,Ii7jlyQvu,@_707na,5097636563,xxxkiko_,0,11月27日 21:24,高以翔
2748,Ii7jlyQvu,@言上止,5097636563,xxxkiko_,0,11月27日 21:24,高以翔
2749,Ii7jlyQvu,@THEXXXTENTACION,5097636563,xxxkiko_,0,11月27日 21:24,高以翔
2750,Ii7jlyQvu,回复@不去阆中不改名ZZZZZZZZZZZZZZZZ:儿童是15:2,6427779344,新的名字z,0,11月27日 21:23,高以翔
2751,Ii7jlyQvu,@欲缶 有空看看哈,5513636097,难过的dd,0,11月27日 21:22,高以翔
2752,Ii7jlyQvu,@那只兔子X,5336707967,雨雨总是睡不醒,0,11月27日 21:22,高以翔
2753,Ii7jlyQvu,好帅啊！,1762575417,哭泣的猫1981,0,11月27日 21:20,高以翔
2754,Ii7jlyQvu,@喜欢薛三岁的陈大叔,5684254458,和他的歌,0,11月27日 21:20,高以翔
2755,Ii7jlyQvu,回复@心想事成的Enough:我有心脏病你有咩,2641606295,一只MiKOKO,0,11月27日 21:20,高以翔
2756,Ii7jlyQvu,学起,5842146160,谁还没点儿小心思,0,11月27日 21:18,高以翔
2757,Ii7jlyQvu,我妈有轻微脑梗 前段时间散步时就手脚发麻喘不上气差点昏倒 现在想想真是后怕 学一些急救知识总是有备无患,6528975294,Idealist-N,0,11月27日 21:18,高以翔
2758,Ii7jlyQvu,@石板上的猫,3481884254,惨绿少女大梦砸,0,11月27日 21:17,高以翔
2759,Ii7jlyQvu,想去学紧急救援法,2482500511,Aklinny,0,11月27日 21:17,高以翔
2760,Ii7jlyQvu,转发微博,2166765904,爱妈妈的小瑜,0,11月27日 21:17,高以翔
2761,Ii6ZY7972,男主持说以为看看是不是吃大蒜？这时候搞个笑好玩吗？合适吗,1114996384,毛妈毛孩,147,11月27日 10:41,高以翔
2762,Ii6ZY7972,男主持有病,5215194569,Ivy瑶1230,67,11月27日 10:56,高以翔
2763,Ii6ZY7972,教急救救命知识呢 男主持人真会抖机灵,2205535392,肉包爱吃皮皮虾,45,11月27日 10:52,高以翔
2764,Ii6ZY7972,,ox,樱桃子-丸子,0,11月28日 14:01,高以翔
2765,Ii6ZY7972,@抱紧颖颖y @人间水蜜桃ig,5568850944,Noahya_,0,11月28日 13:20,高以翔
2766,Ii6ZY7972,一如既往的关注好友动态,6585347162,恋爱婚姻情感修复,0,11月28日 09:59,高以翔
2767,Ii6ZY7972,要说会玩还是浙江卫视会玩，一直在刷这个综艺的词条，给没看过这个节目的人反复刺激大脑，使别人就想着去看看这是个什么节目，然后点击率蹭蹭往上飚！🐮🍺啊，@浙江卫视中国蓝,2542427814,一个超会跳舞的波诶,0,11月28日 02:42,高以翔
2768,Ii6ZY7972,@橙子哈会发光i 学！！！,5021912128,z你笑起来就是好天气,0,11月28日 00:05,高以翔
2769,Ii6ZY7972,@禾勹丿氽 学！！！,5021912128,z你笑起来就是好天气,0,11月28日 00:05,高以翔
2770,Ii6ZY7972,转发微博,6863048210,Ceemie,2,11月27日 20:50,高以翔
2771,Ii6ZY7972,休克心肺复苏：双手叠加，手下掌用力按压胸中间，按压30次后进行两次人工呼吸，然后再按压再呼吸，30:2。(人工呼吸方法：捏住鼻子，按额头抬下巴，对嘴呼吸),6648366,骑熊的猪ooou,0,11月27日 20:25,高以翔
2772,Ii6ZY7972,回复@毛妈毛孩:就是别人担心你会胖,2814759287,36DD外涠噯次捧捧s,0,11月27日 19:54,高以翔
2773,Ii6ZY7972,回复@毛妈毛孩:这是一个节目录的视频，很这事没关系，拿出来只是教我们怎么样急救,6142802715,正义粉,0,11月27日 19:00,高以翔
2774,Ii6ZY7972,有了呼吸也要接着做？,2006456381,小小脸庞,0,11月27日 18:58,高以翔
2775,Ii6ZY7972,30比2,1944250861,否极泰来_但行好事莫问前程,0,11月27日 17:40,高以翔
2776,Ii6ZY7972,没什么好笑的，建议每人每天都看一遍，谁知道明天和意外那个先来,6558267898,韓韓越,0,11月27日 15:47,高以翔
2777,Ii6ZY7972,转发微博,5635744207,柚千代,0,11月27日 14:21,高以翔
2778,Ii6ZY7972,回复@毛妈毛孩:男主持有病,2353307824,关尔小姐要开森,2,11月27日 14:06,高以翔
2779,Ii6ZY7972,男主持有毛病，这样严肃专业的话题也能调侃,6289461507,玄空气,1,11月27日 13:39,高以翔
2780,Ii6ZY7972,回复@毛妈毛孩:心情不好时,2783697723,酥胸小c姊妹s,1,11月27日 13:15,高以翔
2781,Ii6ZY7972,转发微博,1772295375,蛋挞琳,0,11月27日 12:57,高以翔
2782,Ii6ZY7972,大家都来听学吧！但又不希望遇到,7319307532,Dear_1005,0,11月27日 12:40,高以翔
2783,Ii6ZY7972,回复@lu_dannnn:你懂个铲,9494047,rEkIne,0,11月27日 12:38,高以翔
2784,Ii6ZY7972,回复@rEkIne:你会个屁,1760258754,lu_dannnn,0,11月27日 12:37,高以翔
2785,Ii6ZY7972,玩命啊,7023984878,苍穹之光束,0,11月27日 12:37,高以翔
2786,Ii6ZY7972,回复@lu_dannnn:早就学会了哦,9494047,rEkIne,0,11月27日 12:36,高以翔
2787,Ii6ZY7972,@rEkIne,1760258754,lu_dannnn,0,11月27日 12:28,高以翔
2788,Ii6ZY7972,非常的详细，谢谢医生,5866523007,猴猴20150814,4,11月27日 12:16,高以翔
2789,Ii6ZY7972,回复@刘不甜Jay:我学过 下次给你试试,6124702059,旧时旧事旧人Y,0,11月27日 12:14,高以翔
2790,Ii6ZY7972,,6319784105,大猩猩鸭,0,11月27日 12:01,高以翔
2791,Ii6ZY7972,@wnjc18,3181735451,我系斌仔啊,0,11月27日 11:58,高以翔
2792,Ii6ZY7972,转发微博,1925699755,你的酷川,0,11月27日 11:58,高以翔
2793,Ii6ZY7972,回复@Calmayy:靠你了，我也努力,1992711,守护舒宝,0,11月27日 11:47,高以翔
2794,Ii6ZY7972,转发微博,2708023185,佩奇来搞事,0,11月27日 11:46,高以翔
2795,Ii6ZY7972,高以翔周围如果有人会心肺复苏，，，是不是就没事了,6065469447,源远流长的天使,0,11月27日 11:43,高以翔
2796,Ii6ZY7972,转发微博,6574554416,Doris_甜度318分,0,11月27日 11:42,高以翔
2797,Ii6ZY7972,转发微博,5312227851,七七七李,3,11月27日 11:40,高以翔
2798,Ii6ZY7972,转发微博,6282046727,风险管家在线,0,11月27日 11:40,高以翔
2799,Ii6ZY7972,回复@刘不甜Jay:怕,3307825591,叫我娇欧尼,0,11月27日 11:38,高以翔
2800,Ii6ZY7972,回复@不相信童话的金鱼:看热搜,6719518675,专业猎恁妈,0,11月27日 11:36,高以翔
2801,Ii6ZY7972,@叫我娇欧尼 @旧时旧事旧人Y 学学,6050219843,刘不甜Jay,0,11月27日 11:35,高以翔
2802,Ii6ZY7972,#高以翔去世# #心肺复苏# #4步学会心肺复苏术# ,2516525471,云儿Hai,0,11月27日 11:33,高以翔
2803,Ii6ZY7972,转发微博,5963532264,每天进步一小搓,0,11月27日 11:33,高以翔
2804,Ii6ZY7972,🙏🙏🙏希望我和我的家人 我身边的人都能一生平安 健康 长寿 幸福 快乐 美满!,5239245845,蛋花咖啡,8,11月27日 11:33,高以翔
2805,Ii6ZY7972,回复@专业猎恁妈:啊！真的假的,6383430024,不相信童话的金鱼,0,11月27日 11:31,高以翔
2806,Ii6ZY7972,这个很详细了，码,5165611390,baebae南,0,11月27日 11:29,高以翔
2807,Ii6ZY7972,@Mr_Bean_Bean,2211279611,CY杉,0,11月27日 11:28,高以翔
2808,Ii6ZY7972,转发微博,1674264031,芳菲易尽_香余萼残,0,11月27日 11:27,高以翔
2809,Ii6ZY7972,@sweetcandy7号 看看,3220911414,庄心怡的微博,0,11月27日 11:26,高以翔
2810,Ii6ZY7972,回复@不相信童话的金鱼:死了,6719518675,专业猎恁妈,2,11月27日 11:26,高以翔
2811,Iihqa5WM7,这下玩完了吧！干嘛不认真拍戏，非要去上综艺！,7987776,飞在全球,537,11月28日 11:47,高以翔
2812,Iihqa5WM7,这个安慰是对他身边工作人员说的并不是对蓝台...,nnie0210,毛毛bonnie,18367,11月28日 11:55,高以翔
2813,Iihqa5WM7,真的看吐了，从昨天开始黄景瑜陈伟霆被你们拉出来挂在热搜上挡枪。还把锅甩给粉丝说是粉丝投票让他参加这个节目的。现在又把人家父母拉出来，一顶“涵养好”的帽子扣上去，多少悲伤和问责都被盖过了。不知道是哪家公司接的这档公关，伎俩太low别模糊焦点！浙江台延误抢救草菅人命，别洗了！,6591610072,橙子味冰沙不来一个吗,15826,11月28日 12:01,高以翔
2814,Iihqa5WM7,回复@飞在全球:想火？？？？？滚远点吧！,7097657436,SunsetRF,0,今天 12:56,高以翔
2815,Iihqa5WM7,沉痛悼念福建福州张伟杰同志 ,2819307902,love-海盗,0,今天 12:56,高以翔
2816,Iihqa5WM7,冷静的像个外人？,2668437535,JOKERorjoker,0,今天 12:49,高以翔
2817,Iihqa5WM7,回复@飞在全球:说你🐴呢,6105137243,pink粉姐,0,今天 12:45,高以翔
2818,Iihqa5WM7,Cvv,5835915641,Miyuki_7,0,今天 12:40,高以翔
2819,Iihqa5WM7,C,5835915641,Miyuki_7,0,今天 12:40,高以翔
2820,Iihqa5WM7,家教。。更让人心痛了,2891708070,Lakers24fans周,0,今天 12:23,高以翔
2821,Iihqa5WM7,实在是让人感到悲痛万分！可恶的电视台！可恶的编导！演员也是人，何必下这么狠的手！,1157553747,用户u743liaa93,0,今天 12:13,高以翔
2822,Iihqa5WM7,真的太難受了。。。好幾天都無法釋懷。願高先生安息。神請保佑他和他家人。,5459619183,北美靖王妃,0,今天 12:11,高以翔
2823,Iihqa5WM7,#有涵养的父母 温柔的孩子##高以翔追思会# 就像王沥川一样完美的男人，心痛，惋惜,1775395747,街拍美图club,0,今天 12:10,高以翔
